Review,Rating,Sentiment,Sentiment_Label,Sentiment_Code
Switched from Xiaomi 12 Pro that was a heater means heats lot much it is very cool device I also used iPhone 13 but it has little bit more better that iPhone 13 best device,5.0,0.4535,Positive,1
The phone is simply incredible. Very smooth and camera is awesome.,5.0,0.8066666666666666,Positive,1
Great product with best seller. I’ve puchased it as a gift for my wife. 😊,5.0,0.9,Positive,1
"Good thing is 5 years of software updates and security updates. If you don’t charge the phone often, this is the good phone to go for.",3.0,0.7,Positive,1
Dream come true 👍 ✨️,4.6,0.35,Positive,1
"Definitely go for it ,iPhone 14 best front camera ever",4.0,0.5,Positive,1
Worth of money.!,5.0,0.375,Positive,1
Just amazing,5.0,0.6000000000000001,Positive,1
Heating issue coming,1.0,0.0,Neutral,0
Without doubt my first iphone proved that it is far better than Android phones. Battery may not work more than 15 hours if you have lot of calls and activities. 14 and 14 plus both are excellent since my colleague purchased 14 plus since he need bigger display. You can go for any 14 series according to your requirements.,5.0,0.39166666666666666,Positive,1
Fantastic 🔥⚡️,5.0,0.4,Positive,1
Awesome phone,5.0,1.0,Positive,1
Best phone under this price range ...,5.0,1.0,Positive,1
With a month speaker not working,4.6,0.0,Neutral,0
Super mobile 😘😘,5.0,0.3333333333333333,Positive,1
Product is over heating during charge,1.0,0.0,Neutral,0
"I upgraded from iPhone 7 Plus. I experienced a huge improvement in several areas of my daily usage.
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
I recommend you buy iphone 14 instead of iphone 13 for various reasons:
Additional 2 GB RAM
Larger 5G antenna which helps with faster 5G speed
Improved cameras
Crash detection
Satellite connectivity to send emergency messages.",5.0,0.20000000000000004,Positive,1
Very good 💯,5.0,0.9099999999999999,Positive,1
Nice phone🔥❤️,5.0,0.6,Positive,1
Really nice,3.0,0.6,Positive,1
Camera quality is very good,5.0,0.9099999999999999,Positive,1
"I Purchased I phone 14 , and after 10 days it went dead, don't purchase it",1.0,-0.2,Negative,0
This phone is good i use phone in 20 days than I realised the phone is very well,4.6,0.44999999999999996,Positive,1
Tq Flipkart ❣️,5.0,0.0,Neutral,0
"Probably the best purchase of my life . There was too much traffic during the sale . Ahh Im totally satisfied with the product . The camera, battery, display is ossm ,for new buyers go for 14 rather than 13 .",5.0,0.4590909090909091,Positive,1
My first iPhone so lovely 😻,5.0,0.375,Positive,1
"Awesome Phone, camera is too good, This is my 4 th I phone from Flipkart",5.0,0.85,Positive,1
"Now it's a value for money deal.
Iphone 14 is a lot better than 13 in performance.",5.0,0.5,Positive,1
When I put a charge phone is heating,5.0,0.0,Neutral,0
Great,5.0,0.8,Positive,1
"One of the best brand all features are good
Thanks Flipkart",5.0,0.6333333333333333,Positive,1
Phone is awesome BUT whats up with the front camera ?! Ip6 X 11 12 13 take better pictures from front camera.,4.0,0.75,Positive,1
Best mobile ever nd Yellow colour one of my favorite,4.6,0.5,Positive,1
Product is good...bt battary is average.,4.0,-0.15,Negative,0
Good product red,5.0,0.35,Positive,1
Value for money,5.0,0.0,Neutral,0
I feel sad to see the charging time and camera quality. Also double tap in back side is very unresponsive and time taking,1.0,-0.075,Negative,0
Very good ✌️😍😍✌️,5.0,0.9099999999999999,Positive,1
"Battery life is not as good as i thought it would be. Transferring through an android phone and forgot to use move to iphone application, don't make this mistake. Otherwise overall good phone. The photos are pretty good actually ( main reason why i spend so much money behind it lol ). Other than that, it's an apple so yeah theres that.",4.0,0.29916666666666664,Positive,1
Very good... Value for money,5.0,0.9099999999999999,Positive,1
This Product is genuine,5.0,0.4,Positive,1
Happy .....,5.0,0.8,Positive,1
"Excellent phone, but honestly camera quality not up to samsung flagship..",4.6,0.8,Positive,1
Superb 😍,5.0,1.0,Positive,1
overpriced brand outdated features just marketing gimmick,1.0,-0.4000000000000001,Negative,0
"Phone is good but some bugs in the phone.
Camera is good
Performance is good
Design is good
Battery performance is ok
Purchased that phone in January and battery perform good when you have low usage and in heavy usage battery draining fast.",5.0,0.4444444444444444,Positive,1
"Item is good, But I did not like the behavior of the delivery boy.",1.0,0.7,Positive,1
"This mine 3rd IPhone Model
iPhone 5s : Best one when I started android to apple
iPhone 6s : Best Camera Poor Battery

Finally iPhone 14

One of best iPhone i used : fantastic camera : Good battery life. Super fast face lock system. Good charger comparing old iPhones. Happy to having this powerful iPhone-14.",4.0,0.43809523809523804,Positive,1
Back glass very low quality,1.0,0.0,Neutral,0
Good upgrade and at good price .,5.0,0.7,Positive,1
Nice product,5.0,0.6,Positive,1
"wow first time shifting from android to ios
n its sooo amazing.. phone excels in everything be it camera to haptics to software experience..
glad i ordered iphone 14 instead of 13 there is noticable camera improvement in low light.
+ 50% more ram makes it future proof",5.0,0.29375,Positive,1
"The Apple iPhone 14 is a great choice for anyone looking for a reliable, fast and stylish smartphone. It has a 6.1-inch OLED display that delivers vibrant colors and sharp details, and a powerful A15 Bionic chip that handles everything from gaming to multitasking with ease. The iPhone 14 also has an improved camera system that captures stunning photos and videos in any lighting condition, thanks to its 12MP wide-angle lens with optical image stabilization, Smart HDR 4 and Action mode. The iPh...
READ MORE",4.6,0.30508658008658013,Positive,1
"1.Awesome Display
2.Good Looking
3.Full day battery 🔋 backup
4.Superb Camera

Thanks Flipkart",5.0,0.2,Positive,1
battery reduced 99 % in 20 days,1.0,0.0,Neutral,0
"No comments on Mobile , but in this we are not getting the Headphones in the Box.
That was disappointing me.",3.0,-0.6,Negative,0
"My battery health percentage decreases by 1% in 18days only ,, sales phones are cheaper but worst quality",1.0,-0.5,Negative,0
"Selfie camera is useless, a 10k Chinese phone has much better selfie camera than this.",3.0,0.0,Neutral,0
"Amezing i phone is also good phone and many fituer and camera is best quality i am happy
Thank you 🍎 and Flipkart",5.0,0.75,Positive,1
"So beautiful, so elegant, just looking like a wow 🧡🧡🧡",5.0,0.4833333333333334,Positive,1
Just wow! ✨,5.0,0.125,Positive,1
Product is awesome but too fluctuations in final price,4.0,0.5,Positive,1
"Everything is gr8 with this phone, what we expect from Apple. But while cameras are in use for a while I'm facing a heating issue. While video call(using wifi not on mobile data) and using camera for clicking pics it heats like doing some heavy task like gaming. So plz fix that. Battery life is maah!! average last for a day then we have to charge it.",4.6,-0.15416666666666667,Negative,0
could not down load its recipt,1.0,0.07777777777777779,Positive,1
"Camera
after update Portrait mode not working",1.0,0.0,Neutral,0
"Nice mobile phone, iam very impressed",5.0,0.8,Positive,1
"If you are an iphone lover, reviews will not matter to you.
If you are not an iphone lover, you can search other cool phones in this range.",5.0,0.11249999999999999,Positive,1
"iPhone 14 runs super smooth performance wise absolutely Fantastic and very light weight.

Delivery service worst they take 15 days for delivery in city area it depends on you to where from you want to Buy",5.0,0.2255555555555556,Positive,1
"Worst experience ever from Flipkart and Apple. My phone got issues after the return period was done. The screen stopped working. Even for claiming warranty the service centre people are asking to wait more than 10 days.

Such a worst experience from Apple and Flipkart. Highly dissatisfied.",1.0,-0.268,Negative,0
"Nice phone, light weight.",5.0,0.5,Positive,1
Flipkart is the worst app ever,1.0,-1.0,Negative,0
Overall a good phone. Speakers are superb.,5.0,0.5666666666666667,Positive,1
"Battery 🔋 Backup is Not Good .
And the design of the phone is good and at the same time the quality of the camera is not that good, overall there is only a slight difference between iPhone 13 and iPhone 14. Sound quality is good, according to iPhone 13",4.6,0.22037037037037036,Positive,1
Writing the review after switching from OnePlus 11 to iOS. Camera is superb. Battery is wonderful and it doesn't drain without usage like other phones. Overall satisfied...,5.0,0.475,Positive,1
Mind blowing phone,5.0,0.0,Neutral,0
orginal and geniune fresh piece product delivered thank you Flipkart. and also manufactured is 2023august .,5.0,0.3,Positive,1
Good phone,5.0,0.7,Positive,1
Heating and network issue,1.0,0.0,Neutral,0
Awesome For Night Camera And Day Camera And Performance 😘😘😍😍,5.0,1.0,Positive,1
"Heating while using the device.
Battery life is too short to use.",2.0,0.0,Neutral,0
"Very very fast delivery, everyone is amazed that within 24 hrs, it is delivered. Open box delivery is good. Very good phone, I am happy with the overall experience.",5.0,0.445,Positive,1
Amazing phone performance so happy to get it from flipkart. Thank you so much for this phone. You are the best online shopping app,5.0,0.65,Positive,1
"Absolutely fantastic!
Ordered And Received on the same day itself. Looks stunning as of now!",4.6,0.375,Positive,1
Superb Thanks Flipkart For Delivering at lightning speed in just 10 Hour,5.0,0.6,Positive,1
Using for last 5 months great experience so far.,5.0,0.3,Positive,1
Awesome product 🤩,5.0,1.0,Positive,1
very nice iphone 14 good colors,5.0,0.74,Positive,1
Best phone,5.0,1.0,Positive,1
Awesome 📱 worth every penny spent on the phone,5.0,0.39999999999999997,Positive,1
Amazing performance,5.0,0.6000000000000001,Positive,1
Osm performance,5.0,0.0,Neutral,0
Battery backup is very low,4.6,0.0,Neutral,0
not required reviews everyone know about apple performance,5.0,0.0,Neutral,0
Wonderful Phone.. Fully Satisfied I'm using I phone for the 1st time.. and this one is the Best,5.0,0.8333333333333334,Positive,1
I love iPhone,5.0,0.5,Positive,1
Battery getting down fast,2.0,0.022222222222222213,Positive,1
"The iphone 14 is a good device for day to day works, but the battery this phone has is not sufficient, it lasts long for 1 day on normal usage and on heavy usage it remains for half a day. The camera and the performance is superb but there is a drawback that the display is just of 60 hz which is not that smooth.",4.0,0.26190476190476186,Positive,1
Wow nice one,4.0,0.35,Positive,1
"Awesome Product
Must buy",5.0,1.0,Positive,1
"After 2 months the phone starts hanging, now it is 3rd time that my iPhone has hanged.",3.0,0.0,Neutral,0
Great product at good price.,4.6,0.75,Positive,1
Yellow Color is awesome in this segment,5.0,0.5,Positive,1
Nice good battery backup good camera must buy👍,5.0,0.6666666666666666,Positive,1
On of the best mobile phone,5.0,1.0,Positive,1
The battery back up is poor. The product gets heated very often.. not worth the price,3.0,-0.0875,Negative,0
Excellent,5.0,1.0,Positive,1
As usual all the excitement for unboxing an iPhone.. really mesmerizing with look and feel. Camera quality is top notch 👌..,5.0,0.18333333333333335,Positive,1
"Iphone the best in performance as always.

Smooth UI . Great camera.
Great performance",5.0,0.75,Positive,1
"Camera is not markable in low light and night. I am first time user of iphone but no problem during daily routine. Everything is great except the camera, the Samsung S21 FE has better options from a camera perspective.",4.0,0.325,Positive,1
Too awesome..........,4.6,1.0,Positive,1
"The product is original and everything is good. Just one minor problem, there is a little gap between the top bezel and aluminium body which I have seen in a lot of iPhones lately.",4.0,0.17291666666666664,Positive,1
Delicious 😋,5.0,1.0,Positive,1
mind blowing performance,5.0,0.0,Neutral,0
I am in love with this. Upgraded from one plus. iOS is really wonderful with great features. Blue colour is wonderful. Camera and build quality is superb and stereo speaker are amazing,5.0,0.7000000000000001,Positive,1
Good 14 ❤️,5.0,0.7,Positive,1
Best Camera quality,5.0,1.0,Positive,1
Super ❤️❣️,5.0,0.3333333333333333,Positive,1
Just go for it. And starlight is lob🤍,5.0,0.0,Neutral,0
Excellent experience with iPhone. Very nice product.,5.0,0.89,Positive,1
I am writing this review after 1 week of usage and the only thing I want to say about it is excellent,4.6,0.5,Positive,1
This is not my first iPhone. Have been using them for close to a decade now. Had 12 mini - battery back was an issue. Have for the iPhone 14 now. No complaints !!,5.0,0.125,Positive,1
Best phone ever,5.0,1.0,Positive,1
Nice phone ❤️ I PHONE 14 ❤️,5.0,0.6,Positive,1
Maza A gaya Nice product,5.0,0.6,Positive,1
"Best smartphone in this price range with overall great performance, great camera and great battery",5.0,0.68,Positive,1
🥰 lovely,5.0,0.5,Positive,1
Very nice product. Amazing 😍,5.0,0.6900000000000001,Positive,1
Excellent product and camera 💥,5.0,1.0,Positive,1
"Oh !!! What a phone!!
Purple colour looks more premium.
Switching from mid range android phone to iOS is really a mesmerising feel.",5.0,0.2333333333333333,Positive,1
Nice product,4.6,0.6,Positive,1
Great product! Made improvements in ultra wide camera compared to iPhone 13,5.0,0.45,Positive,1
Best iphone till now,5.0,1.0,Positive,1
I ordered this in republic sale in 65k. I wasnt sure that i will get new product in good condition but there is this feature of flipkart where we can check before accept product and i got totally brand new phone. So happy with service and quality.,5.0,0.37878787878787873,Positive,1
"Nice phone, Genuine device and packaging. The delivery agent should be trained to not ask for OTP, until phone is thoroughly checked by customer.",5.0,0.5,Positive,1
Great experience.,5.0,0.8,Positive,1
product is awesome but price is little high,5.0,0.32416666666666666,Positive,1
First iPhone user so happy with the purchase but delivery service was bad,5.0,0.11666666666666674,Positive,1
Premium feel ..i phone 14 black colour best phone..*****,5.0,0.4166666666666667,Positive,1
Really awesome and geniune product provided by flipkart . Thank you so much for making my life happy. All things are great not a single defect in this unit.,5.0,0.5671428571428571,Positive,1
Gud phone,4.6,0.0,Neutral,0
Great phone,5.0,0.8,Positive,1
Pam,5.0,0.0,Neutral,0
"Flipkart delivery service is worst . I had to travel 150 KM to get this product. Delivery center denied delivery at home.

Iphone 14 pro-
Great perfomance no lag .
Great build quality . Feel premium
Design is good look attractive

Cons -
Battery is not good . Need to charge twise in a day
Camera is not up to mark
Display is yellowish",3.0,0.2357142857142857,Positive,1
Everything is good except camera.,4.0,0.7,Positive,1
Really disappointed with display and performance. Lagging in bgmi with graphics settings smooth + extreme. Hardly 50 fps. While lagging gives 25-30 fps which is frustrating for device like this.,1.0,-0.2333333333333333,Negative,0
This is my First IPhone.. And the experience is super fantastic.. The smoothness of the phone I got is unbelievable. 60hz is so well optimized.. My previous android phone was of 120hz but never felt this smooth.. Also it's so light weight and looks so premium.. Really Loved it❤️,5.0,0.2583333333333333,Positive,1
Amazing phone.,5.0,0.6000000000000001,Positive,1
It is a performance and camera beast....,5.0,0.0,Neutral,0
"What a gadget !!!
Perfect beast.",5.0,1.0,Positive,1
Nice,4.6,0.6,Positive,1
Love the camera💖🥰,5.0,0.5,Positive,1
After usege of 1 month battery drain 99 % 😔,1.0,0.0,Neutral,0
Overheating issue...,3.0,0.0,Neutral,0
"defected piece, pixels dead",1.0,-0.2,Negative,0
My phone is hanged up many times in a day.,3.0,0.5,Positive,1
Mobile too heat in time of charging 😥,3.0,0.0,Neutral,0
Not worth it..Camera sensor not really powerful although processing software is good. Good for videos not so much for stills.,1.0,0.25999999999999995,Positive,1
Defective product overheat,1.0,0.0,Neutral,0
I upgraded from iphone 12. Much better than iphone 12. Love it,4.6,0.5,Positive,1
The moment I start using browsing battery goes down,1.0,-0.15555555555555559,Negative,0
After purchasing with in 3-4 days display not working properly poor performance,1.0,-0.4,Negative,0
Very nice phone. Totally worth it,5.0,0.54,Positive,1
"Actually really to much expensive, we expending 70k and not giving adopter with mobile, only have brand, nothing have in iPhone, so better go Android phone only",2.0,0.0,Neutral,0
"What a fabulous phone after using 1 month

I know in design it is similar to Iphone 13 but is specs aren't.
There is substantial difference in display, battery, speed as compared to iPhone 13.

Its-
Battery easily lasts more than 1 day in moderate usage.
Camera is fabulous.
Display is excellent.
Handy device.
But heats sometimes while executing smaller tasks.

I have Iphone Xs max. Its was a drastic upgrade from the same in terms of display, battery, speed ie hardware.
But more concerning is ...
READ MORE",5.0,0.36111111111111116,Positive,1
This is my first iPhone I just love it,5.0,0.375,Positive,1
Since from the day 2 as I used to start the phone I have absorbed the heating issue and later on now after using it for 15 days I am facing a huge heat issue,1.0,0.23333333333333336,Positive,1
Very bad,5.0,-0.9099999999999998,Negative,0
Best!!!!!,5.0,1.0,Positive,1
Switched from OnePlus 8t...Liked the smoothness of iPhone.,4.6,0.0,Neutral,0
Very nice look,5.0,0.78,Positive,1
Phone is good and if it is not good still I have to say good bcz I paid big amount for this phone.,5.0,0.26249999999999996,Positive,1
Wonderful phone. Much more economical and value for money than the pro version.charger not included,5.0,0.6,Positive,1
nice photo but bettery is not good as it show ok ok only better than one plus 9r etc and anytime photo is real u can effect filtered,5.0,0.2785714285714286,Positive,1
Front camra is blank after few days camra is not working,1.0,-0.1,Negative,0
Best product,5.0,1.0,Positive,1
the phone is beautiful,5.0,0.85,Positive,1
Awesome Product Apple Fast delivery,5.0,0.6,Positive,1
amazing product😊nice flipkart service😍I'm happy🤗,5.0,0.6000000000000001,Positive,1
upgraded with my I phone 12 and satisfied with product. the experience u can get once u have it.,4.6,0.5,Positive,1
Touch display not working properly,1.0,0.0,Neutral,0
Phone not working properly. Mobile hanged and was unable to restart. Mobile network is not working.,1.0,-0.25,Negative,0
!!!Enjoy with iphone 14 👍😎✌️ with great camera resolution,5.0,0.6000000000000001,Positive,1
"The iPhone 14 is a standout device in Apple's latest lineup. With its sleek design, powerful hardware and improved cameras, it's a must-have for any tech enthusiast.
Pros:

Powerful hardware with the A16 chip.
Improved camera quality.
Long battery life.
Sleek design with premium build quality.
Improved display technology for an immersive experience.
Great operating system with a large app store.

Cons:

Expensive compared to other smartphones.
No headphone jack...
READ MORE",5.0,0.2154761904761905,Positive,1
"Waoo so amazing I phone 14 😎😎😎🥰🥰please buy this I phone 14 series flagship 📱
📷 camera 5/5 ⭐️⭐️⭐️⭐️⭐️
Battery 🔋 5/5⭐️⭐️⭐️⭐️⭐️
Design 5/5⭐️⭐️⭐️⭐️⭐️
Display 5/5 ☄️☄️☄️☄️☄️
Value of money 💰 5/5 ⭐️⭐️⭐️⭐️⭐️",5.0,0.6000000000000001,Positive,1
Good,1.0,0.7,Positive,1
Camera quality very dirty,3.0,-0.78,Negative,0
"Excellent camera
Impressive design
Needs to improve display from 60hz to at least 90/120hz
Must improve battery capacity

Thanks",5.0,0.475,Positive,1
"I have been an Android user for 10+ years, I didn't like the iphone usage and interface at all. Battery life is also bad",4.6,-0.6999999999999998,Negative,0
"Just took moon photo from my mobile ,
I seriously loving Samsung S series",5.0,0.6,Positive,1
This iPhone Camera is very good👍 and Display is Really good iphone 14 is very Handi . My opinion this iPhone 14 is Valu of Money.,5.0,0.36666666666666664,Positive,1
Heating issues occurring starting from day 1 not as expected camera quality is not good,1.0,-0.15,Negative,0
"No need to give any review.
Its apple iphone
overall excellent performance
Wonderful camera
Smooth os
You will little bit difficult to use for few days
Overall excellent phone with 5 star rating",5.0,0.2791666666666667,Positive,1
"Good performance, screen quality but camera quality is okay but I would expect better than this in case of night mode.",4.0,0.5666666666666667,Positive,1
"What a phone, first time i purchased the I phone over Android, and fully satisfied on every acepects.
Camera undoubtedly ossaam.
RAM and storage also nice.
No lagging , smooth performance.
Build quality too good.
UI extraordinary.
Overall value for money product.",5.0,0.39761904761904765,Positive,1
Worth buying ❤️,5.0,0.3,Positive,1
Loved it 😊,5.0,0.7,Positive,1
This is a totally monster in performance and daily usage the cons are 1. Selfie camera need to be more better 2. Ios 16 has battery drain issue hope they will fix it in next ios update(17).. conclusion if you want to upgrade to this iphone you should.,5.0,0.2,Positive,1
Awesome phone with best camera,4.6,1.0,Positive,1
"Battery is good am use for whole day with 4G on my meetings, chatting
The new camera effects are good",5.0,0.434090909090909,Positive,1
best phone,5.0,1.0,Positive,1
"I had high expectations when I switched from an Android device to an iPhone. However, I've noticed that the iPhone's battery is weaker, and the display always has a yellowish shade, even with True Tone disabled. I can overlook that, but the main drawback is the camera. While the video quality is great in this price range, the photos are disappointing compared to mid-range Android phones, which have better cameras. The photos lack sharpness and color saturation. Yes, you can edit them, but it'...
READ MORE",1.0,0.20958333333333334,Positive,1
During Charging phone is too much have heating issues,3.0,0.2,Positive,1
Heating issue battery draining fast,1.0,0.2,Positive,1
"Not a iPhone as expected camera is average not like youtubers says , battery is fantastic, fluid ui but u wouldn't believe that I have seen frame drops in brand new piece , just shocked, overall not a great deal has multiple Android options which are much greater . Not waste of money but great .",4.0,0.048863636363636366,Positive,1
"True Depth camera update
Satellite communications
Crash detection
Long battery life excellent smartphone
Sports a familiar design, notch and all. While it still rocks an A15 Bionic processor, it's at least the five-core GPU variant from the iPhone 13 Pro and Pro Max for a marginal upgrade. Satellite-to-cellular support, crash detection, and an improved True Depth camera system make the iPhone 14 a compelling purchase.",2.0,0.28928571428571426,Positive,1
"As always, great phone",5.0,0.8,Positive,1
Very good mobile,5.0,0.9099999999999999,Positive,1
Very nice phone,4.6,0.78,Positive,1
sound quality is superb ❤️🤗,5.0,0.7,Positive,1
"This is one of the finest apple phone which i have purchased

The phone is working smoothly with no battery or heating issue

Also the battery performance is mind blowing giving around more than a day for normal usage..

I am 100% satusfied with the performance of the device in this price .

Thanks a lot flipcart for offering me this iphone in such a good money.",5.0,0.325,Positive,1
Battery back up is to low hitting issue,2.0,0.0,Neutral,0
Batery backup very poor,1.0,-0.52,Negative,0
Super product 😍😍😍,5.0,0.3333333333333333,Positive,1
"One of the Best Phone from Apple , Battery Life Too Good with 2 Lines (1Physical , another Virtual sim) last for about one and half day for normal usage , really improved by apple , Thanks for that.",5.0,0.29761904761904756,Positive,1
Valive for money,3.0,0.0,Neutral,0
"Very Good product. No battery drain issue on 5G . Even with dual sim . Also support dual 5G .
Sim switching is very very Fast .
Satellite system is also integrated in this phone so you can easily track your phone without internet connection.
Awesome speed of processor.
No 3.5 mm jack .
Wifi 6 is also in this
Direct video call is not possible in this Phone .
Wireless charging heating issue is detected .
Except no heating on regular or full peak brightness use for 5 hr 49 min .
Not too muc...
READ MORE",4.6,0.39481481481481484,Positive,1
"Pros :

Excellent camera
Good build quality

Cons :
Design is old as like as Iphone 13
Battery back up is poor
As usual no charger with phone",4.0,0.19166666666666665,Positive,1
High Heating issue while charging or heavy use,3.0,-0.020000000000000004,Negative,0
Performance is awesome but still 60hz display feels not good at this price,5.0,0.325,Positive,1
Just loving it❣️,5.0,0.6,Positive,1
"Not upto the mark it just like a one plus type not satisfied with camera, performance battery and all even it is being hanged also..",3.0,-0.25,Negative,0
"Excellent piece of tech, thanks 🔘",5.0,0.6,Positive,1
Experience is really good 😊 ilove this iPhone my first phone apple 🍎,5.0,0.475,Positive,1
Soch a Lovely Product,5.0,0.5,Positive,1
Initually i was getting 6-7hours of sot but Apple crippled iphone with 17.1.1 now iam barely getting 5.5 hours of sot 🤯,4.6,0.05,Positive,1
Very good phone with good features.. but I am worried about my phone battery. With in a month the battery health came to 99%,5.0,0.8049999999999999,Positive,1
Good one but over hype phone. It's just Apple marketing strategy that makes us buy this phone .I still think Android has lots of features and user friendly. Don't just buy it for camera or show up. Of course there are lots of other user experiences but if you are really going to use it then you can go for it.,4.0,0.2875,Positive,1
Best camera Quality..😍Great Experience wth this Apple 14,5.0,1.0,Positive,1
Battery percentage reduced to 99 within 40days is that normal??,4.0,0.15,Positive,1
Awesome experience and also a very good discount got on flipkart Thanks a lott 🥰❤️,5.0,0.7033333333333333,Positive,1
"Quality as usual, sometimes it starts to hang, camera quality is not so good. Battery is good.

I would recommend you to buy an iPhone 13 or go for pro version",4.0,0.3833333333333333,Positive,1
Battery health Down in 1st Month,2.0,-0.15555555555555559,Negative,0
"This iPhone 14 replaces my iPhone 11. Please note that I am a long time user of Apple phones. I love Apple products. Apple products are the best of the best and soo easy to use and if I come up with a problem that I cannot fix, all it takes is a quick message to Apple's wonderful support team. This new Apple Series 14 phone that I just got from Flipkart, Exchanged iPhone Series 11 phone. I really do like this new phone. It is much thinner and lighter in weight than the Series 11 Phone which m...
READ MORE",5.0,0.4491161616161617,Positive,1
"Apple is scamming people with overpriced phone less user friendly UI, less features , everything is lacking compared to android. Buy android save money save yourself after 8 year notch is still there as compared to android hahaha",3.0,0.060416666666666674,Positive,1
Awesome thanks Flipkart,4.6,0.6,Positive,1
The phone is good but i am not sure if it is really a brand new product or not because the original seal was not there and within one month the battery life went from 100 to 99%. As I use it very gently.,3.0,0.23689393939393935,Positive,1
Got good one,5.0,0.7,Positive,1
"Camera is always good. After updating to ios 17 from ios 16 the battery backup is reduced. This is really sad after paying a huge amount for this. I am a long time android user and always miss some android features which iPhone doesn't provide like call recording,. But can be manageable....
No lag no hang...works very smooth which all Apple devices do",4.0,0.21400000000000002,Positive,1
Very very good project 😀😀👍,5.0,0.9099999999999999,Positive,1
Everything is as expected. Works smoothly. Battery is also good. Display and Sound is great. Perfect phone 👍🏻,5.0,0.5333333333333333,Positive,1
"As Apple says, this phone is beautifull! Can't seem to find anything wrong with it.",5.0,-0.5,Negative,0
"Displays quality is nice but I am hardcore gamer when I play BGMI 5 hour screen on time, camera is assume.I recommend iPhone 14 Plus is better for gamer",4.0,0.55,Positive,1
Nice to buy everything which is required covered in this piece,5.0,0.6,Positive,1
The battery is not good and i thought compared to the iPhone Android is the best and I am very disappointed about the battery it will take 3% in one minute very bad after buying iPhone i just invested 4500 for adopter back pouch and screen guard,2.0,-0.24699999999999997,Negative,0
Alll over best but battery performance low😕,4.6,1.0,Positive,1
Great 👌,4.0,0.8,Positive,1
Performance good except the battery drains bit fast...,5.0,0.44999999999999996,Positive,1
Best design,5.0,1.0,Positive,1
"Awesome product,wonderful experience just go for it.If ur bored of using android mobile then just go for it",5.0,0.25,Positive,1
Super se uperr Wao just wao spechless,5.0,0.3333333333333333,Positive,1
"If you are using android and you are willing to switch on iPhone, that will be a biggest mistake of your life. Phone has nothing just showpiece. Android is best by Google pixel instead.",1.0,0.625,Positive,1
The phone is quite handy and good to use. Battery backup is also very good. Camera is good as well. Overall a great product for the money that we are paying.,5.0,0.6183333333333333,Positive,1
"So beautiful, so elegant, justttt looking like a wow justttt looking like a wow",5.0,0.38750000000000007,Positive,1
This is a best phone,5.0,1.0,Positive,1
Very nice product,4.6,0.78,Positive,1
"Excellent Product with in this budget , and great delivery experience from flipkart. Camera is top notch level and the battery performance is very well. If you are a medium range user (4-5 hrs screen time ) the battery will give you minimum 1 day.",5.0,0.625,Positive,1
Night view,5.0,0.0,Neutral,0
So beautiful ❤️ so elegant just looking like a wow❤️🤣🤣🤣,5.0,0.675,Positive,1
Extra ordinary performance.. if you have money you should definitely buy this one. You will be full satisfied with this phone .. its far better than I phone 13.,5.0,0.17142857142857143,Positive,1
Super,5.0,0.3333333333333333,Positive,1
Nice phone like apple,4.0,0.6,Positive,1
"Performance awesome 5*
Design 5*
Display 5*
Camera 4*
Battery 4*",5.0,1.0,Positive,1
Heating,1.0,0.0,Neutral,0
The White Colour Is So Superb😍 And Over all the Phone is Amazing,4.6,0.30000000000000004,Positive,1
Osam 👌this phone is a very very smooth running,5.0,0.52,Positive,1
Awesome,5.0,1.0,Positive,1
Apple is a brand. So just a normal review because it does not need any review,5.0,0.15,Positive,1
"I phone 14 is best phone but
Battery is low performance
Display refresh rate is very slow
Charger ging speed is very slow
And I am not satisfied for charging",3.0,-0.006000000000000038,Negative,0
"Now I realised that why all youngsters love to use iphone its great iPhone by apple only flipkart exchange team is not supporting and make problm with your exchange phone
Itherwise its great",5.0,0.395,Positive,1
The product was working fine for first 10 days .Then just after I updated it to iOS 17 . The following day it suddenly turned off and isn't working since then and Flipkart is not giving any useful to suggestions regarding this . Quite disappointing.,1.0,0.06111111111111114,Positive,1
"iPhone is iPhone
All good",5.0,0.7,Positive,1
"As you all know that i phone is the best in class but however i am writing this review
Camera _5 star
Display refresh rate i found less but display quality is very good",5.0,0.581111111111111,Positive,1
Finally got an iPhone. Love the camera.,5.0,0.25,Positive,1
Amazing experience after using I phone 14,5.0,0.6000000000000001,Positive,1
"Pros :-
Best camera in this budget
Great performance
Best os experience
Cons :-
Charging speed could be better
60hz refresh rate dislplay in 2k23",5.0,0.825,Positive,1
This is my first ios device and I am completely satisfied with the product. But the delivery experience was so bad that the delivery executive handled the situation very carelessly. Device itself feels super awesome and the camera is really outstanding. I feel like i am never turning back to android ever again.,5.0,0.15416666666666667,Positive,1
Great product.,5.0,0.8,Positive,1
This phone battery to much heating back side to much heating,3.0,0.13333333333333333,Positive,1
Without an adapter is a great dissatisfaction.,3.0,0.8,Positive,1
"Beautiful Design and powerful performance.
Camera Quality is Awesome.",5.0,0.7166666666666667,Positive,1
Nice 🙂❤️💯🎉,5.0,0.6,Positive,1
Superb,4.6,1.0,Positive,1
Nice phone,5.0,0.6,Positive,1
Very nice picture quality,5.0,0.78,Positive,1
